,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
2806,66,ಘಟನೆಯು  ಶಾಂತಿಯಂತೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿರಲಿಲ್ಲ,1,1,kn,correct
2807,67,ಆ ಕಟ್ಟಡವು ಅರಮನೆಯಂತೆ ಸುಸಜ್ಜಿತವಾಗಿತ್ತು,ಆ ಕಟ್ಟಡ ಸುಸಜ್ಜಿತವಾಗಿತ್ತು,ಆ ಕಟ್ಟಡ ಸುಸಜ್ಜಿತವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2808,68,ಆ ವಸ್ತು ಕನ್ನಡಿಯ ಹಾಗೆ ಪ್ರತಿಬಿಂಬವಾಗಿತ್ತು,ಆ ವಸ್ತು ಪ್ರತಿಬಿಂಬವಾಗಿತ್ತು,ಆ ವಸ್ತು ಪ್ರತಿಬಿಂಬವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2809,69,ಆ ವಸ್ತು ಗೋಡೆಯ ಹಾಗೆ ಪ್ರತಿಬಿಂಬವಾಗಿತ್ತು,ಆ ವಸ್ತು ಪ್ರತಿಬಿಂಬವಾಗಿತ್ತು,ಆ ವಸ್ತು ಪ್ರತಿಬಿಂಬವಾಗಿರಲಿಲ್ಲ,1,1,kn,correct
2810,70,ಆ ಪ್ರತಿಮೆಯು ಏಕತೆಯ ಪ್ರತಿಮೆಯಷ್ಟು ಎತ್ತರವಾಗಿತ್ತು,ಆ ಪ್ರತಿಮೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಪ್ರತಿಮೆ ಎತ್ತರವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2811,71,ಅದು ಹಣ ಉಳಿಸುವಷ್ಟು ಉತ್ತಮವಾಗಿದೆ,ಅದು ಹಣ ಉಳಿಸುವಷ್ಟು ಉತ್ತಮ,ಅದು ಹಣ ಉಳಿಸುವಷ್ಟು ಉತ್ತಮವಲ್ಲ,0,0,kn,correct
2812,72,ಅದು ಹಣ ಖರ್ಚು ಮಾಡುವಷ್ಟು ಉತ್ತಮವಾಗಿದೆ,ಅದು ಹಣ ಉಳಿಸುವಷ್ಟು ಉತ್ತಮ,ಅದು ಹಣ ಉಳಿಸುವಷ್ಟು ಉತ್ತಮವಲ್ಲ,1,1,kn,correct
2813,73,ಆ ಸದ್ದು ಸಂಗೀತದಂತೆ ಇಂಪಾಗಿದೆ,ಆ ಸದ್ದು ಇಂಪಾಗಿದೆ,ಆ ಸದ್ದು ಇಂಪಾಗಿಲ್ಲ,0,0,kn,correct
2814,74,ಆ ಸಿನಿಮಾ ಹಾರರ್ ಚಿತ್ರದಷ್ಟು ಭಯ ಮೂಡಿಸಿತ್ತು,ಆ ಸಿನಿಮಾ ಭಯ ಮೂಡಿಸಿತ್ತು,ಆ ಸಿನಿಮಾ ಭಯ ಮೂಡಿಸಲಿಲ್ಲ,0,0,kn,correct
2815,75,ಆ ವಿಷಯವೂ ಮ್ಯಾಗಿ ತಯಾರಿಸುವಷ್ಟು ಸುಲಭ,ಆ ವಿಷಯ ಸುಲಭ,ಆ ವಿಷಯ ಕಷ್ಟ,0,0,kn,correct
2816,76,ಅದು 100 ಮೀಟರ್ ಓಟದಷ್ಟು ವೇಗವಾಗಿದೆ,ಅದು ತುಂಬಾ ವೇಗ,ಅದು ನಿಧಾನ,0,0,kn,correct
2817,77,ಅವನು ಸೂರ್ಯೋದಯದಂತೆ ಬೇಗ ಏಳುತ್ತಾನೆ,ಅವನು ಬೇಗ ಏಳುತ್ತಾನೆ,ಅವನು ಬೇಗ ಏಳುವುದಿಲ್ಲ,0,0,kn,correct
2818,78,ಆ ಸಂಗತಿ  ಜಾಬ್ ಆಫರ್ ನಷ್ಟು ಖುಷಿ ತರಿಸುತ್ತದೆ,ಆ ಸಂಗತಿ ಖುಷಿ ತರಿಸುತ್ತದೆ,ಆ ಸಂಗತಿ ಖುಷಿ ತರಿಸುವುದಿಲ್ಲ,0,0,kn,correct
2819,79,ಆ ಸಂಗತಿ  ಜಾಬ್ ಲೇಆಫ್ ನಷ್ಟು ಖುಷಿ ತರಿಸುತ್ತದೆ,ಆ ಸಂಗತಿ ಖುಷಿ ತರಿಸುತ್ತದೆ,ಆ ಸಂಗತಿ ಖುಷಿ ತರಿಸುವುದಿಲ್ಲ,1,1,kn,correct
2820,80,ಅದು ಮ್ಯಾಜಿಕ್ ಶೋ ನಷ್ಟು ಆಸಕ್ತಿದಾಯಕವಾಗಿತ್ತು,ಅದು ಆಸಕ್ತಿದಾಯಕವಾಗಿತ್ತು,ಅದು ಆಸಕ್ತಿದಾಯಕವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2821,81,ಅವರು ಪಂಡಿತರಷ್ಟು ಜ್ಞಾನವುಳ್ಳವರಾಗಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಜ್ಞಾನ ಹೊಂದಿದ್ದಾರೆ,ಅವರು ಹೆಚ್ಚು ಜ್ಞಾನ ಹೊಂದಿಲ್ಲ,0,0,kn,correct
2822,82,ಆ ನದಿಯು ಕಾವೇರಿಯಂತೆ ಉದ್ದ ಹರಿಯುವುದಿಲ್ಲ,ನದಿಯು ತುಂಬಾ ದೂರ ಹರಿಯುತ್ತದೆ,ನದಿ ಕಡಿಮೆ ದೂರ ಹರಿಯುತ್ತದೆ,1,1,kn,correct
2823,83,ಅದು ಡ್ಯಾಮ್ ನಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ಡ್ಯಾಮ್ ನಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ಡ್ಯಾಮ್ ನಷ್ಟು ದೊಡ್ಡದಲ್ಲ,0,0,kn,correct
2824,84,ಆ ವಸ್ತು ಬೆಂಕಿಯಷ್ಟು ಬಿಸಿಯಾಗಿದೆ,ಆ ವಸ್ತು ಬಿಸಿಯಾಗಿದೆ,ಆ ವಸ್ತು ತಣ್ಣಗಿದೆ,0,0,kn,correct
2825,85,ಆ ವಸ್ತು  ನೀರಿನಷ್ಟು ಬಿಸಿಯಾಗಿದೆ,ಆ ವಸ್ತು ಬಿಸಿಯಾಗಿದೆ,ಆ ವಸ್ತು ತಣ್ಣಗಿದೆ,1,1,kn,correct
2826,86,ಅದು ಪಾರ್ಟಿಯಷ್ಟು ಮಜವಾಗಿದೆ,ಅದು ಮಜವಾಗಿದೆ,ಅದು ಮಜಾವಾಗಿಲ್ಲ,0,0,kn,correct
2827,87,ಅದು ಪರೀಕ್ಷೆಯಷ್ಟು ಮಜವಾಗಿದೆ,ಅದು ಮಜವಾಗಿದೆ,ಅದು ಮಜಾವಾಗಿಲ್ಲ,1,1,kn,correct
2828,88,ಆ ಜೀವಿಯು ಇರುವೆಯಷ್ಟು ಚಿಕ್ಕದಾಗಿದೆ,ಆ ಜೀವಿಯ ಗಾತ್ರ ಚಿಕ್ಕದು,ಆ ಜೀವಿಯ ಗಾತ್ರ ದೊಡ್ಡದು,0,0,kn,correct
2829,89,ಆ ವಸ್ತು ಚಾಕುವಿನಂತೆ ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಿದೆ,ಆ ವಸ್ತು ಅರಿತವಾಗಿಲ್ಲ,0,0,kn,correct
2830,90,ಅದು ಮೋಸ ಮಾಡುವಂತೆ ಅಕ್ರಮವಾಗಿದೆ,ಅದು ಅಕ್ರಮ,ಅದು ಅಕ್ರಮವಲ್ಲ,0,0,kn,correct
2831,91,ಆ ಘಟನೆಯು ಆಕ್ಸಿಡೆಂಟ್ ನಷ್ಟು  ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2832,92,ಆ ಘಟನೆಯು ಡಾನ್ಸ್ ಶೋನಷ್ಟು ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿತ್ತು,ಆ ಘಟನೆ ಭಯಾನಕವಾಗಿರಲಿಲ್ಲ,1,1,kn,correct
2833,93,ಆ ಕಟ್ಟಡವು ಅರಮನೆ ಯಂತೆ  ಐತಿಹಾಸಿಕವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐತಿಹಾಸಿಕವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐತಿಹಾಸಿಕವಾಗಿಲ್ಲ,0,0,kn,correct
2834,94,ಅವನು ಅರ್ಜುನನಂತೆ ಅಜೇಯ ನಾಗಿದ್ದಾನೆ,ಅವನು  ಅಜೇಯ,ಅವನು ಅಜೇಯನಲ್ಲ,0,0,kn,correct
2835,95,ಅವನು ರಾವಣನಂತೆ ಅಜೇಯ ನಾಗಿದ್ದಾನೆ,ಅವನು  ಅಜೇಯ,ಅವನು ಅಜೇಯನಲ್ಲ,1,1,kn,correct
2836,96,ಅದು ಚಿನ್ನದಂತೆ ಸಾಮಾನ್ಯವಾಗಿದೆ.,ಅದು ಸಾಮಾನ್ಯ,ಅದು ಸಾಮಾನ್ಯವಲ್ಲ,0,0,kn,correct
2837,97,ಅದು  ಕೊಹಿನೂರ್ ವಜ್ರದಂತೆ ಸಾಮಾನ್ಯವಾಗಿದೆ.,ಅದು ಸಾಮಾನ್ಯ,ಅದು ಸಾಮಾನ್ಯವಲ್ಲ,1,1,kn,correct
2838,98,ಅವನು ವಿಜ್ಞಾನಿಯಷ್ಟು ಕುತೂಹಲ ಭರಿತನಾಗಿದ್ದನು,ಅವನು ಕುತೂಹಲ ಭರಿತನಾಗಿದ್ದನು,ಅವನು ಕುತೂಹಲ ಭರಿತನಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2839,99,ಅವರು ಕ್ರಿಮಿನಲ್ ನಂತೆ ಕ್ರೂರಿ ಆಗಿದ್ದರು,ಅವರು ಕ್ರೂರಿ,ಅವರು ಕ್ರೂರಿಯಲ್ಲ,0,0,kn,correct
2840,100,ಅದರ ಸದ್ದು ಸಿಡಿಲಿನಂತೆ ಜೋರಾಗಿತ್ತು,ಅದರ ಸದ್ದು ಜೋರಾಗಿತ್ತು,ಅದರ ಸದ್ದು ಜೋರಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2841,101,ಅದು ದ್ವಾರಕೆಯಂತೆ ಐತಿಹಾಸಿಕ ನಗರ,ಅದು ಐತಿಹಾಸಿಕ ನಗರ,ಅದು ಐತಿಹಾಸಿಕ ನಗರವಲ್ಲ,0,0,kn,correct
2842,102,ಆ ವಸ್ತು ಹತ್ತಿಯಂತೆ ನಿರ್ಭಾರವಾಗಿದೆ,ಆ ವಸ್ತು ಭಾರವಿಲ್ಲ,ಆ ವಸ್ತು ಭಾರವಿದೆ,0,0,kn,correct
2843,103,ಅಂದು ರಾತ್ರಿಯಷ್ಟು ಕತ್ತಲಾಗಿತ್ತು,ಅಂದು ಕತ್ತಲಾಗಿತ್ತು,ಅಂದು ಕತ್ತಲಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2844,104,ಅವರ ಜ್ಞಾನ ಸಮುದ್ರದಷ್ಟು ಆಳವಾಗಿದೆ,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿದೆ,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿಲ್ಲ,0,0,kn,correct
2845,105,ಪ್ರಯಾಣ ದರವು ಕ್ಯಾಬ್ ರೈಡ್ ನಷ್ಟು ಮಿತವ್ಯಯವಾಗಿತ್ತು,ಪ್ರಯಾಣದರ ಹಗ್ಗವಾಗಿತ್ತು,ಪ್ರಯಾಣದರ ದುಬಾರಿ ಯಾಗಿತ್ತು,0,0,kn,correct
2846,106,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಸ್ಪ್ರಿಂಗ್ ನಂತೆ ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ.,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿಲ್ಲ,0,0,kn,correct
2847,107,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ದಾರದಂತೆ ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ.,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿದೆ,ರಬ್ಬರ್ ಬ್ಯಾಂಡ್ ಹೆಚ್ಚು ಎಲಾಸ್ಟಿಕ್ ಹೊಂದಿಲ್ಲ,1,1,kn,correct
2848,108,ಈ ಕೆಲಸವು ಕೋಡಿಂಗ್ ನಂತೆ ಗೊಂದಲವಾಗಿದೆ,ಈ ಕೆಲಸ ಗೊಂದಲಮಯವಾಗಿದೆ,ಈ ಕೆಲಸ ಗೊಂದಲವಾಗಿಲ್ಲ,0,0,kn,correct
2849,109,ರಾತ್ರಿಯ ಕತ್ತಲು ಅಮಾವಾಸ್ಯೆಯಂತೆ ಗಾಢವಾಗಿತ್ತು,ಕತ್ತಲು ಗಾಢವಾಗಿತ್ತು,ಕತ್ತಲು ಗಾಢವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2850,110,ಬೆಂಗಳೂರು ದ್ವೀಪದಂತೆ ಕಡಿಮೆ ಮಾಲಿನ್ಯ ಹೊಂದಿದೆ,ಬೆಂಗಳೂರು ಕಡಿಮೆ ಮಾಲಿನ್ಯ ಹೊಂದಿದೆ,ಬೆಂಗಳೂರು ಕಡಿಮೆ ಮಾಲಿನ್ಯ ಹೊಂದಿಲ್ಲ,0,0,kn,correct
2851,111,ಆ ಗ್ರಹವು ಭೂಮಿಯಂತೆ ವಾಸಿಸಬಹುದಾಗಿದೆ,ಆ ಗ್ರಹವು ವಾಸಿಸಲು ಯೋಗ್ಯ,ಆ ಗ್ರಹವು ವಾಸಿಸಲು ಯೋಗ್ಯವಲ್ಲ,0,0,kn,correct
2852,112,ನೀ ತಯಾರಿಸಿದ ಆಹಾರವು ಮನೆಯಲ್ಲಿ ಮಾಡಿದ ಆಹಾರದಂತೆ ಆರೋಗ್ಯಕರವಾಗಿದೆ,ನೀ ತಯಾರಿಸಿದ ಆಹಾರ ಆರೋಗ್ಯಕರವಾಗಿದೆ,ನೀ ತಯಾರಿಸಿದ ಆಹಾರ ಆರೋಗ್ಯಕರವಿಲ್ಲ,0,0,kn,correct
2853,113,ಕಲ್ಲಂಗಡಿಯ ಆಕಾರ  ಬಾಳೆಹಣ್ಣಿನಂತೆ ದುಂಡಾಗಿದೆ,ಕಲ್ಲಂಗಡಿ ಆಕಾರ ದುಂಡಾಗಿದೆ,ಕಲ್ಲಂಗಡಿ ಆಕಾರ ದುಂಡಾಗಿಲ್ಲ,1,1,kn,correct
2854,114,ಈ ಕೆಲಸವು ಪರ್ವತ ಏರಿದಷ್ಟು ಕಷ್ಟವಾಗಿದೆ,ಆ ಕೆಲಸವು ಕಷ್ಟ,ಆ ಕೆಲಸವು ಸುಲಭ,0,0,kn,correct
2855,115,ಈ ವಸ್ತುವೂ ರಬ್ಬರ್ನಂತೆ ಫ್ಲೆಕ್ಸಿಬಲ್ ಗುಣ ಹೊಂದಿದೆ,ಆ ವಸ್ತು ಫ್ಲೆಕ್ಸಿಬಲ್ ಆಗಿದೆ,ಆ ವಸ್ತು ಫ್ಲೆಕ್ಸಿಬಲ್ ಇಲ್ಲ,0,0,kn,correct
2856,116,ಈ ಪ್ರದೇಶವು ಗ್ರಂಥಾಲಯದಂತೆ ಜನನಿಬಿಡವಾಗಿದೆ,ಈ ಪ್ರದೇಶದಲ್ಲಿ ಹೆಚ್ಚು ಜನ ಇದ್ದಾರೆ,ಈ ಪ್ರದೇಶದಲ್ಲಿ ಕಡಿಮೆ ಜನ ಇದ್ದಾರೆ,1,1,kn,correct
2857,117,ಆಟದ ಅವಧಿಯು ಕ್ರಿಕೆಟ್ನಂತೆ  ದೀರ್ಘವಾಗಿದೆ,ಆ ಆಟದ ಅವಧಿ ಹೆಚ್ಚು,ಆಟದ ಅವಧಿ ಕಡಿಮೆ,0,0,kn,correct
2858,118,ನನ್ನ ಹೊಸ ಬಟ್ಟೆಯೂ ವುಲನ್ ನಂತೆ ಮೃದುವಾಗಿದೆ,ಹೊಸ ಬಟ್ಟೆ ಮೃದುವಾಗಿದೆ,ಹೊಸ ಬಟ್ಟೆ ಮೃದುವಾಗಿಲ್ಲ,0,0,kn,correct
2859,119,ನನ್ನ ಹೊಸ ಬಟ್ಟೆಯೂ  ಕಲ್ಲಿನಂತೆ ಮೃದುವಾಗಿದೆ,ಹೊಸ ಬಟ್ಟೆ ಮೃದುವಾಗಿದೆ,ಹೊಸ ಬಟ್ಟೆ ಮೃದುವಾಗಿಲ್ಲ,1,1,kn,correct
2860,120,ನಿಂಬೆಹಣ್ಣು ಸೇಬಿನಂತೆ ಹುಳಿಯಾಗಿದೆ,ನಿಂಬೆಹಣ್ಣು ಉಳಿಯಾಗಿದೆ,ನಿಂಬೆಹಣ್ಣು ಉಳಿಯಾಗಿಲ್ಲ,1,1,kn,correct
2861,121,ನನ್ನ ತಮ್ಮ ಮೈಕಲ್ ಜಾಕ್ಸನ್ ಡ್ಯಾನ್ಸ್ ಮಾಡುತ್ತಾನೆ,ನನ್ನ ತಮ್ಮ ಡ್ಯಾನ್ಸ್ ಮಾಡುತ್ತಾನೆ,ನನ್ನ ತಮ್ಮ ಡಾನ್ಸ್ ಮಾಡುವುದಿಲ್ಲ,0,0,kn,correct
2862,122,ಅವನು ಹದ್ದಿನಂತೆ ತೀಕ್ಷ್ಣವಾದ ದೃಷ್ಟಿ ಹೊಂದಿದ್ದಾನೆ,ಅವನ ದೃಷ್ಟಿ ತೀಕ್ಷ್ಣವಾಗಿದೆ,ಅವನ ದೃಷ್ಟಿ ತೀಕ್ಷ್ಣವಾಗಿಲ್ಲ,0,0,kn,correct
2863,123,ಆ ಪ್ರಾಣಿಯು ನರಿಯಂತೆ ಕನ್ನಿಂಗ್ ಗುಣ ಹೊಂದಿದೆ,ಆ ಪ್ರಾಣಿಯು ಕನ್ನಿಂಗ್ ಗುಣ ಹೊಂದಿದೆ,ಆ ಪ್ರಾಣಿಯು ಕನ್ನಿಂಗ್ ಗುಣ ಹೊಂದಿಲ್ಲ,0,0,kn,correct
2864,124,ಅವನು ಸಿಂಹದಂತೆ ಧೈರ್ಯಶಾಲಿಯಾಗಿದ್ದಾನೆ,ಅವನು ಧೈರ್ಯಶಾಲಿ,ಅವನು ಧೈರ್ಯಶಾಲಿ,0,0,kn,correct
2865,125,ಆ ಪ್ರಾಣಿಯು ಎತ್ತಿನಂತೆ ಶಕ್ತಿಶಾಲಿಯಾಗಿದೆ,ಆ ಪ್ರಾಣಿ ಶಕ್ತಿಶಾಲಿ,ಆ ಪ್ರಾಣಿ ಶಕ್ತಿಶಾಲಿ,0,0,kn,correct
2866,126,ಆ ಪ್ರಾಣಿಯು ಜಿಂಕೆಯಂತೆ ಶಕ್ತಿಶಾಲಿಯಾಗಿದೆ,ಆ ಪ್ರಾಣಿ ಶಕ್ತಿಶಾಲಿ,ಆ ಪ್ರಾಣಿ ಶಕ್ತಿಶಾಲಿ,1,1,kn,correct
2867,127,ಅವನು ಕೋಪದಲ್ಲಿ ಜ್ವಾಲಾಮುಖಿಯಂತೆ ಉರಿಯುತ್ತಿದ್ದ,ಅವನು ಕೋಪದಲ್ಲಿ ಉರಿಯುತ್ತಿದ್ದ,ಅವನು ಶಾಂತಿಯಿಂದ ಇದ್ದನು,0,0,kn,correct
2868,128,ಅವಳು ಪಕ್ಷಿಯಂತೆ ಬಹು ಎತ್ತರ ಹಾರುತ್ತಾಳೆ,ಅವಳು ಎತ್ತರ ಹಾರುತ್ತಾಳೆ,ಅವಳು ಎತ್ತರ ಹಾರುವುದಿಲ್ಲ,0,0,kn,correct
2869,129,ಈ ಪ್ರಾಣಿಯು ಸಿಂಹದಂತೆ ಗರ್ಜಿಸುತ್ತದೆ,: ಆ ಪ್ರಾಣಿಯ ಘರ್ಜಿಸುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಘರ್ಜಿಸುವುದಿಲ್ಲ,0,0,kn,correct
2870,130,ದೋಸೆಯು ಇಡ್ಲಿಯಷ್ಟೇ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಾಗಿದೆ,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರ,ದೋಸೆ ಪ್ರಸಿದ್ಧ ಉಪಹಾರವಲ್ಲ,0,0,kn,correct
2871,131,ಈ ಪ್ರದೇಶವು ಡ್ಯಾಮ್ ನಂತೆ ಜಾಸ್ತಿ ನೀರನ್ನು ಹಿಡಿಯಬಲ್ಲದು,ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಬಲ್ಲದು,"ಆ ಪ್ರದೇಶ ಹೆಚ್ಚು ನೀರು ಹಿಡಿಯಲಾರದು,",0,0,kn,correct
2872,132,ಜೀವಿಗಳು ಸಮುದ್ರದಲ್ಲಿ ಹೆಚ್ಚು ವಾಸಿಸುತ್ತವೆ.,ಸಮುದ್ರದಲ್ಲಿ ಹೆಚ್ಚು ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,ಸಮುದ್ರದಲ್ಲಿ ಕಡಿಮೆ ಜೀವಿಗಳು ವಾಸಿಸುತ್ತವೆ,0,0,kn,correct
2873,133,ಆ ನೀರು ಸಮುದ್ರದಂತೆ ಉಪ್ಪಾಗಿದೆ,ಆ ನೀರು ಉಪ್ಪಾಗಿದೆ,ಆ ನೀರು ಉಪ್ಪಾಗಿಲ್ಲ,0,0,kn,correct
2874,134,ಅವನು ಕಂಪ್ಯೂಟರ್ನಂತೆ ತುಂಬಾ ವೇಗ,ಅವನು ತುಂಬಾ ವೇಗ,ಅವನು ನಿಧಾನ,0,0,kn,correct
2875,135,ಆ ಜಾಗವು ಫ್ಲೈ ಓವರ್ ನಂತೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿದೆ,ಆ ಜಾಗ ಎತ್ತರದಲ್ಲಿಲ್ಲ,0,0,kn,correct
2876,136,ಈ ತಿನಿಸು ಡೊನಟ್ ನಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಈ ತಿನಿಸು ಗಟ್ಟಿಯಾಗಿದೆ,ಈ ತಿನ್ನಿಸು ಗಟ್ಟಿ ಇಲ್ಲ,0,0,kn,correct
2877,137,ಅದು ಸೋಪ್ ನಂತೆ ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿಲ್ಲ,0,0,kn,correct
2878,138,ಅದು ಸೀಗೆಕಾಯಿಯಂತೆ ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿಲ್ಲ,1,1,kn,correct
2879,139,ಆತನನ್ನು ಕಂಡಾಗ ಸೈನಿಕನನ್ನು ನೋಡಿದಷ್ಟು ಹೆಮ್ಮೆಯಾಗುತಿತ್ತು,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆಯಾಗುತ್ತದೆ,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆ ಆಗುವುದಿಲ್ಲ,0,0,kn,correct
2880,140,ಆತನನ್ನು ಕಂಡಾಗ ಉಗ್ರಗಾಮಿಯನ್ನುನೋಡಿದಷ್ಟು ಹೆಮ್ಮೆಯಾಗುತಿತ್ತು,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆಯಾಗುತ್ತದೆ,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆ ಆಗುವುದಿಲ್ಲ,1,1,kn,correct
2881,141,ಆ ವಸ್ತುವು ಗಾಜಿನಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು,ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟಿ,0,0,kn,correct
2882,142,ಆ ಖಾದ್ಯವು ಮನೆಯಲ್ಲಿ ಮಾಡಿರುವ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,0,0,kn,correct
2883,143,ಆ ಖಾದ್ಯವು ರಸ್ತೆ ಬದಿಯ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,1,1,kn,correct
2884,144,ಆ ಅಡುಗೆಯು ಸೇಬಿನಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆಯ ಅನಾರೋಗ್ಯಕರವಾಗಿತ್ತು,0,0,kn,correct
2885,145,ಈ ತಿನಿಸು ಹಾಗಲಕಾಯಿಯಂತೆ ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿಲ್ಲ,0,0,kn,correct
2886,146,ಈ ಜಾಗವು ಬೋರ್ ವೆಲ್ ನಂತೆ ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿಲ್ಲ,0,0,kn,correct
2887,147,ಈ ಮೀನು ಸ್ಟಾರ್ ಮೀನಿನಂತೆ ಬೃಹದಾಕಾರವಾಗಿದೆ,ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ,ಆ ಮೀನಿನಾಕಾರ ಸಣ್ಣದು,0,0,kn,correct
2888,148,ಅವನ ಗೆಲುವು ಬೆಲ್ಲದಂತೆ ಇತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿರಲಿಲ್ಲ,0,0,kn,correct
2889,149,ಅವನ ಗೆಲುವು ಬೇವಿನಂತೆ ಇತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿರಲಿಲ್ಲ,1,1,kn,correct
2890,150,ಅವನ ಧೈರ್ಯವು ಉತ್ತರಕುಮಾರನಂತೆ ಇತ್ತು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದಲ್ಲ,0,0,kn,correct
