,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
6327,6327,346,Dollars are wages,Money always interferes with what they do not call it,Money doesn't interfere with what they don't call it,0,1,yo,wrong
4331,4331,395,Money can change people like a philanthropist even if he lacks.,Money can make people greedy,Money can change people to be grateful.,1,1,su,correct
4330,4330,394,Money can change people like Qarun who was buried by his own property,Money can make people greedy,Money can change people to be grateful.,0,0,su,correct
4648,4648,112,Money is the soap of the soul.,Money is good,money is bad,0,0,sw,correct
4649,4649,113,Money is a killer.,Money is good,money is bad,1,1,sw,correct
509,509,509,Money is dirt on the hands.,Money keeps coming and going.,"Once money comes, it does not go away.",0,0,hi,correct
510,510,510,Money is the line of the hand.,Money keeps coming and going.,"Once money comes, it does not go away.",1,1,hi,correct
4964,4964,428,Money is a great enemy.,Money makes you happy.,Money brings sadness.,1,1,sw,correct
4963,4963,427,Money is the soap of the soul.,Money makes you happy.,Money brings sadness.,0,0,sw,correct
97,97,97,More money is like a friend.,More money is better.,Too much money is bad.,0,0,hi,correct
98,98,98,Too much money is like an enemy.,More money is better.,Too much money is bad.,1,1,hi,correct
5827,5827,192,Morenikeji has been walking around since morning,Morenikeji has been wandering since morning,Morenikeji cannot eat chicken,0,0,yo,correct
5828,5828,193,Morenikeji does not know how to eat chickens,Morenikeji has been wandering since morning,Morenikeji cannot eat chicken,1,1,yo,correct
949,949,281,Mother's anger is like hot milk.,Mother doesn't get angry.,Mother's anger cools down very quickly.,0,1,hi,wrong
948,948,280,Mother's anger is like cold buttermilk.,Mother doesn't get angry.,Mother's anger cools down very quickly.,1,0,hi,wrong
1160,1160,162,Mother raised her child with half heart.,Mother takes care of her child with affection.,Mother cares for her child reluctantly.,1,1,id,correct
1159,1159,161,Mother raised her child with all her heart.,Mother takes care of her child with affection.,Mother cares for her child reluctantly.,0,0,id,correct
1927,1927,45,Mother's advice is sometimes as sweet as herbs.,Mother's advice is sometimes good to hear.,Mother's advice is sometimes unpleasant to hear.,0,1,id,wrong
1149,1149,151,Mom's advice is sometimes as sweet as candy.,Mother's advice is sometimes good to hear.,Mother's advice is sometimes unpleasant to hear.,0,0,id,correct
241,241,241,Mother's heart is as hard as nails.,Mother's heart is very soft.,Mother's heart is very hard.,1,1,hi,correct
763,763,95,Mother's heart is as tough as fingers.,Mother's heart is very soft.,Mother's heart is very hard.,1,0,hi,wrong
2236,2236,98,Mother is angry like Mount Merapi,"Mother, when she is angry, it is like she wants to explode","Mother, if you are angry, it is like being calm",0,0,jv,correct
2608,2608,68,Mother if you are angry like the sea,"Mother, when she is angry, it is like she wants to explode","Mother, if you are angry, it is like being calm",0,1,jv,wrong
1247,1247,249,Mother-in-law and son-in-law in Indonesia are like the Suramadu Bridge that connects Madura Island with the eastern part of Java Island.,Mother-in-law and son-in-law in Indonesia are contradictory.,Mother-in-law and son-in-law in Indonesia are harmonious.,1,1,id,correct
1246,1246,248,Mother-in-law and son-in-law in Indonesia are like the folklore of Bawang Merah & Bawang Putih.,Mother-in-law and son-in-law in Indonesia are contradictory.,Mother-in-law and son-in-law in Indonesia are harmonious.,0,0,id,correct
431,431,431,Motilal's childhood is like a rain of flowers.,Motilal's childhood is full of happiness.,Motilal's childhood is full of sorrows.,0,0,hi,correct
432,432,432,Motilal's childhood was like a raging storm.,Motilal's childhood is full of happiness.,Motilal's childhood is full of sorrows.,1,1,hi,correct
1938,1938,56,Mountains lined up like paskibraka troops.,Mountains lined up neatly.,Mountains lined up chaotically.,1,0,id,wrong
1188,1188,190,The mountains are lined up like angkot parks haphazardly on the shoulders of Jakarta's streets.,Mountains lined up neatly.,Mountains lined up chaotically.,1,1,id,correct
4099,4099,163,Moving house is like losing a wallet,Moving home is sad,Moving house is fun.,0,0,su,correct
4445,4445,105,Moving home is like finding a wallet.,Moving home is sad,Moving house is fun.,0,1,su,wrong
2475,2475,337,Andi's room is like an animal cage,Mr. Andi's room is empty,Andi's room is clean,0,0,jv,correct
2476,2476,338,Andi's room is like a hotel room,Mr. Andi's room is empty,Andi's room is clean,1,1,jv,correct
2524,2524,386,Mr. Budi's voice is like a lion roaring deep in the forest,Mr. Budi's voice is scary,Budi's voice is good,0,0,jv,correct
2525,2525,387,Mr. Budi's voice is like a child reciting,Mr. Budi's voice is scary,Budi's voice is good,1,1,jv,correct
2232,2232,94,"Mr. Danu, if he gets into trouble, he turns into a lion","Mr. Danu, if he gets into trouble, he turns into a ferocious lion","Mr. Danu, when he gets into trouble, he becomes calm like a cat",0,0,jv,correct
2606,2606,66,"Mr. Danu, if he gets into trouble, he turns into a cat","Mr. Danu, if he gets into trouble, he turns into a ferocious lion","Mr. Danu, when he gets into trouble, he becomes calm like a cat",0,1,jv,wrong
2561,2561,21,Mr. Hasan's refusal to give a donation is like a blaba uda,Mr. Hasan refused to give a donation because he was a meditator,"Mr. Hasan is not willing to give a donation, it is a generous nature",0,1,jv,wrong
2165,2165,27,Mr. Hasan's refusal to give a donation is really like Chinese craki,Mr. Hasan refused to give a donation because he was a meditator,"Mr. Hasan is not willing to give a donation, it is a generous nature",0,0,jv,correct
1508,1508,510,Mr. RT works like a slow loris without sleep.,Mr. RT works lazily and slowly.,Pak RT works enthusiastically and nimbly.,0,0,id,correct
1509,1509,511,Mr. RT works like a robot with a full battery.,Mr. RT works lazily and slowly.,Pak RT works enthusiastically and nimbly.,1,1,id,correct
2681,2681,141,Mr. Rangga's supporters are regents such as the morning prayer congregation in the mosque,Mr. Rangga's supporter is the regent of Akeh,Mr. Rangga's supporter is a local regent,0,1,jv,wrong
2680,2680,140,Mr. Rangga's supporters became regents like foam in the ocean,Mr. Rangga's supporter is the regent of Akeh,Mr. Rangga's supporter is a local regent,1,0,jv,wrong
2597,2597,57,Mr. Sutrisno's education is getting higher and higher like an empty barrel,Mr. Sutrisno grew up with higher education and humbleness like rice,Mr. Sutrisno is getting more educated and arrogant like an empty barrel,0,1,jv,wrong
2596,2596,56,Mr. Sutrisno's education is growing like rice,Mr. Sutrisno grew up with higher education and humbleness like rice,Mr. Sutrisno is getting more educated and arrogant like an empty barrel,1,0,jv,wrong
4061,4061,125,Mr. Ustad's words are like black coffee.,Mr. Ustad's words are sweet,Mr. Ustad's words are bitter.,1,1,su,correct
4060,4060,124,Pak Ustad's speech is like sugar in the mouth,Mr. Ustad's words are sweet,Mr. Ustad's words are bitter.,0,0,su,correct
2146,2146,8,"Poh, Mrs. Nita's clothes smell like a jasmine garden",Mrs. Nita's clothes smelled good,Mrs. Nita's clothes smell bad,0,0,jv,correct
2147,2147,9,"Poh, Mrs. Nita's clothes smell like pee",Mrs. Nita's clothes smelled good,Mrs. Nita's clothes smell bad,1,1,jv,correct
2432,2432,294,Ms. Siti divides her time like a traffic jam in the capital city,Ms. Siti divides her time regularly,Ms. Siti divides her time irregularly,1,1,jv,correct
2688,2688,148,Ms. Siti divides her time like ducks in a row,Ms. Siti divides her time regularly,Ms. Siti divides her time irregularly,1,0,jv,wrong
508,508,508,The scribe straightened the scale of all Seth's accounts.,Munshi spoiled all the accounts of Seth.,Munshi corrected all the accounts of Seth.,1,1,hi,correct
507,507,507,Munshi made all the accounts of Seth a football-like mess.,Munshi spoiled all the accounts of Seth.,Munshi corrected all the accounts of Seth.,0,0,hi,correct
575,575,575,"In Rajneesh's house, the music plays like a discotheque.",Music is loud in Rajneesh's house.,Music plays very slowly in Rajneesh's house.,0,0,hi,correct
945,945,277,"In Rajneesh's house, music plays like Shantistupa.",Music is loud in Rajneesh's house.,Music plays very slowly in Rajneesh's house.,0,1,hi,wrong
5293,5293,757,Mutuku is standing upright like a pusher on a windy day,Mutuku is standing upright,Mutuku is not standing upright,1,1,sw,correct
5292,5292,756,Mutuku is standing like a chief's banner,Mutuku is standing upright,Mutuku is not standing upright,0,0,sw,correct
1766,1766,768,My anger is like hot water at 100 degrees.,My anger is boiling.,My anger subsides.,0,0,id,correct
1767,1767,769,My anger is like rainwater that stops falling.,My anger is boiling.,My anger subsides.,1,1,id,correct
2094,2094,212,My birthday gift this year is like the number of moons in the sky.,My birthday present this year is one or a few.,I have lots of gifts for my birthday this year.,1,0,id,wrong
1720,1720,722,My birthday present this year is like the number of stars in the sky.,My birthday present this year is one or a few.,I have lots of gifts for my birthday this year.,1,1,id,correct
1671,1671,673,My body used to be like ucok baba.,My body used to be tall and thin.,My body used to be short.,1,1,id,correct
2077,2077,195,My body used to be like an electric pole.,My body used to be tall and thin.,My body used to be short.,1,0,id,wrong
2719,2719,179,My brother is like a person who likes to be with others,My brother is a shallow person,My brother is Lumo,0,1,jv,wrong
2493,2493,355,My brother is like a blondo who needs to be asked again,My brother is a shallow person,My brother is Lumo,0,0,jv,correct
5426,5426,66,My brother is not a mule,My brother is stubborn,My brother is obedient,0,1,sw,wrong
4755,4755,219,My brother is a mule,My brother is stubborn,My brother is obedient,0,0,sw,correct
5547,5547,187,My brother was like a parrot to a flute player.,My brother laughed.,My brother cried.,1,0,sw,wrong
5130,5130,594,My brother was like a spanked child.,My brother laughed.,My brother cried.,1,1,sw,correct
2598,2598,58,My brother if he talks like Puntadewa,My brother said that it was very rude,"My sister, if you speak like a gentle person",0,1,jv,wrong
2214,2214,76,My sister if you talk like Werkudara,My brother said that it was very rude,"My sister, if you speak like a gentle person",0,0,jv,correct
4071,4071,135,My brother's body is like pain,My brother's body is tight,My brother has a round body.,0,0,su,correct
4427,4427,87,My brother has a body like an elephant.,My brother's body is tight,My brother has a round body.,0,1,su,wrong
4454,4454,114,My brother's picture is as good as the picture that won the grade F.,My brother's picture is good,My brother's picture is battered.,0,1,su,wrong
4120,4120,184,My brother's picture is as good as the picture that won 100 points,My brother's picture is good,My brother's picture is battered.,0,0,su,correct
1735,1735,737,The burden I bear is like a lump of concrete.,My burden is light.,The burden I bear is heavy.,1,1,id,correct
1734,1734,736,The burden I bear is like a sack of cotton.,My burden is light.,The burden I bear is heavy.,0,0,id,correct
1874,1874,876,my chat column is like a carnival.,My chat column is quiet.,My chat column is crowded.,1,1,id,correct
1873,1873,875,my chat column is like an isolation room.,My chat column is quiet.,My chat column is crowded.,0,0,id,correct
1786,1786,788,My classmates are really like donkeys who keep falling into the same hole.,My classmates are very smart.,My classmates are so stupid.,1,1,id,correct
1785,1785,787,My classmates are really like stars whose light is bright.,My classmates are very smart.,My classmates are so stupid.,0,0,id,correct
4737,4737,201,My condition is like walking on thorns,My condition is bad,My condition is good,0,0,sw,correct
5422,5422,62,My condition is just a slip,My condition is bad,My condition is good,0,1,sw,wrong
1658,1658,660,My curiosity is on par with the burj khalifa.,My curiosity is high.,My curiosity is low.,0,0,id,correct
1659,1659,661,My curiosity is on par with dwarves.,My curiosity is high.,My curiosity is low.,1,1,id,correct
2357,2357,219,My eyes look like a puddle of water,My eyes can see clearly,My eyes are blurry when I use them to see,1,1,jv,correct
2356,2356,218,My eyes are like clear glass,My eyes can see clearly,My eyes are blurry when I use them to see,0,0,jv,correct
2666,2666,126,My family eats fish every day,My family eats what they have every day,My family eats whatever is there every day,0,1,jv,wrong
2362,2362,224,My family eats three meals a day,My family eats what they have every day,My family eats whatever is there every day,0,0,jv,correct
1661,1661,663,My family is my debt.,My family is precious.,My family is a burden.,1,1,id,correct
1660,1660,662,My family is my treasure.,My family is precious.,My family is a burden.,0,0,id,correct
3089,3089,351,My father has a sense of humor like a comedian,My father has a sense of humor,My father has no sense of humor,0,0,kn,correct
3693,3693,203,My father has a sense of humor like a wrestler,My father has a sense of humor,My father has no sense of humor,0,1,kn,wrong
6210,6210,229,My father was shocked,My father was very angry,My father was very pleased,0,1,yo,wrong
5860,5860,225,My father has taken pity on me,My father was very angry,My father was very pleased,0,0,yo,correct
4710,4710,174,My friend is peppering me,My friend gives me a good reputation,My friend gives me a bad reputation,1,1,sw,correct
4709,4709,173,My friend is painting me a lawn,My friend gives me a good reputation,My friend gives me a bad reputation,0,0,sw,correct
4687,4687,151,My friend has a memory like a library.,My friend has a memory,My friend has no memory,0,0,sw,correct
4688,4688,152,My friend has the brain of a bug.,My friend has a memory,My friend has no memory,1,1,sw,correct
4681,4681,145,My friend is a black flower,My friend is nice,My friend is bad,1,1,sw,correct
4680,4680,144,My friend is a red flower,My friend is nice,My friend is bad,0,0,sw,correct
4080,4080,144,My friend's boarding house is like an ant hole.,My friend is relieved,My friend's boarding school.,1,1,su,correct
4432,4432,92,My friend's boarding house is like a football field,My friend is relieved,My friend's boarding school.,1,0,su,wrong
5427,5427,67,My friend is a bat,My friend stays up at night,My friend doesn't stay up at night,0,1,sw,wrong
4756,4756,220,My friend is an owl,My friend stays up at night,My friend doesn't stay up at night,0,0,sw,correct
4927,4927,391,My friend is chiruki.,My friend talks a lot.,My friend is very quiet.,0,0,sw,correct
4928,4928,392,My friend is water in a jar.,My friend talks a lot.,My friend is very quiet.,1,1,sw,correct
4098,4098,162,My friend's nose is like an Arab,My friend's boy has a pointed nose,My friend's boy has a bad nose.,0,0,su,correct
4444,4444,104,My friend's boy's nose is like a person who is ready to sneeze.,My friend's boy has a pointed nose,My friend's boy has a bad nose.,0,1,su,wrong
2457,2457,319,My friend's face is like the asphalt of the highway,My friend's face is smooth,My friend's face was rough,0,0,jv,correct
2695,2695,155,My friend's face is like a country road without many pebbles,My friend's face is smooth,My friend's face was rough,0,1,jv,wrong
2460,2460,322,My friend's father is like a raden werkudara,My friend's father is brave,My friend's father is scary,0,0,jv,correct
2461,2461,323,My friend's father is like a green buto,My friend's father is brave,My friend's father is scary,1,1,jv,correct
1710,1710,712,My friend's house is like a presidential palace.,My friend's house is big and luxurious.,My friend's house is small and cramped.,0,0,id,correct
1711,1711,713,My friend's house is like an economy train toilet.,My friend's house is big and luxurious.,My friend's house is small and cramped.,1,1,id,correct
2673,2673,133,My friend's house is like a palace,My friend's house is luxurious,My friend's house is nearby,1,0,jv,wrong
2399,2399,261,My friend's house is like a boarding school,My friend's house is luxurious,My friend's house is nearby,1,1,jv,correct
4131,4131,195,My friend rose like a woman who is about to marry.,My friend's rose is closed,My friend's rose is open.,1,1,su,correct
4457,4457,117,My friend rose like a pilgrim,My friend's rose is closed,My friend's rose is open.,1,0,su,wrong
4230,4230,294,My friend is a light-handed person,My friends are people who are happy to give,My friend is a pained person.,0,0,su,correct
4490,4490,150,My friend is a person with long arms.,My friends are people who are happy to give,My friend is a pained person.,0,1,su,wrong
5377,5377,17,My grandfather grew up to be a man of four squares,My grandfather was a big man,My grandfather was not a big man,1,0,sw,wrong
4591,4591,55,My grandfather grew like a mustard seed,My grandfather was a big man,My grandfather was not a big man,1,1,sw,correct
4448,4448,108,My grandmother's story is like the story of mangoes in the cinema,My grandmother's story is full and good,My grandmother's story is battered.,1,0,su,wrong
4449,4449,109,My grandmother's story is like a story that makes you fall asleep.,My grandmother's story is full and good,My grandmother's story is battered.,0,1,su,wrong
844,844,176,"Meeting Rachna, my heart has become lighter like a storm.",My heart started beating fast after meeting Rachna.,My heart was at peace after meeting Rachna.,1,0,hi,wrong
398,398,398,"Meeting Rachna, my heart has become light like air.",My heart started beating fast after meeting Rachna.,My heart was at peace after meeting Rachna.,1,1,hi,correct
1630,1630,632,The distance between my house and the market is like a vein.,My house is close to the market.,My house is far from the market.,0,0,id,correct
2064,2064,182,The distance between my house and the market is like heaven and earth.,My house is close to the market.,My house is far from the market.,0,1,id,wrong
426,426,426,My house is like a bird's egg.,My house is very small.,my house is very big.,0,0,hi,correct
860,860,192,My house is like a dinosaur egg.,My house is very small.,my house is very big.,0,1,hi,wrong
4703,4703,167,My house is like an oven,My house is warm,It's cold in my house,0,0,sw,correct
5410,5410,50,My home is like a fridge,My house is warm,It's cold in my house,0,1,sw,wrong
1249,1249,251,My husband likes room temperature during the day in the dry season.,My husband's delivery was cold.,My husband's treatment was warm.,1,1,id,correct
1969,1969,87,My husband like water jug.,My husband's delivery was cold.,My husband's treatment was warm.,1,0,id,wrong
2191,2191,53,My life with his life has become like the earth,My life and his life are as different as the comparison of the sky,My life is very different from the life of the earth,1,1,jv,correct
2587,2587,47,My life with his life is like the sky,My life and his life are as different as the comparison of the sky,My life is very different from the life of the earth,1,0,jv,wrong
4117,4117,181,My life is like old tv,My life is black and white and monotonous,My life has many colors.,0,0,su,correct
4453,4453,113,My life is like TV nowadays.,My life is black and white and monotonous,My life has many colors.,0,1,su,wrong
1641,1641,643,My life is like a bird in a cage.,My life is confined.,My life is free.,0,0,id,correct
1642,1642,644,My life is like a bird flying in the sky.,My life is confined.,My life is free.,1,1,id,correct
67,67,67,My life is like heaven.,My life is full of happiness.,My life is full of sorrows.,0,0,hi,correct
68,68,68,My life is like hell.,My life is full of happiness.,My life is full of sorrows.,1,1,hi,correct
5407,5407,47,I have scored a goal in life,My life is good,My life is bad,0,1,sw,wrong
5406,5406,46,Life has played tricks on me,My life is good,My life is bad,1,0,sw,wrong
1705,1705,707,My life is like a photocopy paper.,My life is sweet and colorful.,My life is monotonous and black and white.,1,1,id,correct
1704,1704,706,My life has been like a child's confectionery.,My life is sweet and colorful.,My life is monotonous and black and white.,0,0,id,correct
1982,1982,100,My life is very unique like a rainbow that appears after a storm.,My life is very unique because it was hard before then happy.,My life is very unique because being happy is always never difficult.,1,0,id,wrong
1302,1302,304,My life is very unique like a rainbow that is present every time.,My life is very unique because it was hard before then happy.,My life is very unique because being happy is always never difficult.,1,1,id,correct
4705,4705,169,We do not cook the same pot,My little brother and I don't get along,My little brother and I get along,0,0,sw,correct
4706,4706,170,Me and my little brother are a ring and a finger,My little brother and I don't get along,My little brother and I get along,1,1,sw,correct
2440,2440,302,My love for you is deep in the Indian Ocean,My love for you is deep,My love for you is shallow,0,0,jv,correct
2441,2441,303,My love for you is as deep as a child's pool,My love for you is deep,My love for you is shallow,1,1,jv,correct
2370,2370,232,My love for you is like an elephant,My love for you is great,My love for you is small,0,0,jv,correct
2371,2371,233,My love for you is like an ant,My love for you is great,My love for you is small,1,1,jv,correct
1663,1663,665,My love for you is like hot fire.,My love for you is temporary.,My love for you is eternal.,1,1,id,correct
1662,1662,664,My love for you is like wood covered with fire.,My love for you is temporary.,My love for you is eternal.,0,0,id,correct
2381,2381,243,My love for you is as narrow as a dom hole,My love for you is wide,My love for you is narrow,1,1,jv,correct
2380,2380,242,My love for you is like the blue sea,My love for you is wide,My love for you is narrow,0,0,jv,correct
4318,4318,382,"My marriage is from the past, I hope there is something like someone else's cell phone battery.",My marriage is lasting,There are marriages that don't last.,1,1,su,correct
4522,4522,182,"In my marriage from the past, there must be people who look like corpses given formalin",My marriage is lasting,There are marriages that don't last.,1,0,su,wrong
4086,4086,150,The cake made by my mother tastes like a stale cake.,My mom's cake is delicious,My mom's cake is not good.,1,1,su,correct
4440,4440,100,The cake made by my mother is like a shop cake,My mom's cake is delicious,My mom's cake is not good.,1,0,su,wrong
2051,2051,169,My mother's smile is as beautiful as the joker's smile.,My mom's smile is reassuring.,My mom's smile is scary.,0,1,id,wrong
1585,1585,587,My mother's smile is as beautiful as the morning dew.,My mom's smile is reassuring.,My mom's smile is scary.,0,0,id,correct
296,296,296,My mother's kitchen is like a battlefield.,My mother does not keep the kitchen neat and clean.,My mother keeps the kitchen very clean.,0,0,hi,correct
297,297,297,My mother's kitchen is like a worship house.,My mother does not keep the kitchen neat and clean.,My mother keeps the kitchen very clean.,1,1,hi,correct
5198,5198,662,My neighbor has a good soul like an angel,My neighbor is cruel and evil,My neighbor is kind and loving,1,1,sw,correct
5197,5197,661,My neighbor is the devil,My neighbor is cruel and evil,My neighbor is kind and loving,0,0,sw,correct
2450,2450,312,My neighbor's words are like a finger hit by a sharp knife,My neighbor's words hurt,My neighbor's words are pleasant,0,0,jv,correct
2451,2451,313,My neighbor's speech is like the tea he drinks when it rains,My neighbor's words hurt,My neighbor's words are pleasant,1,1,jv,correct
2426,2426,288,My nephew that school is like a pile of wood,My nephew if school is active,My nephew is passive at school,1,1,jv,correct
2425,2425,287,My nephew is like a smart and agile deer at school,My nephew if school is active,My nephew is passive at school,0,0,jv,correct
4156,4156,220,My office in Bandung is like a building in the middle of the savannah.,My office in Bandung is cool and beautiful,My office in Bandung is hot and barren.,1,1,su,correct
4155,4155,219,My office in Bandung is like a building in the middle of a garden,My office in Bandung is cool and beautiful,My office in Bandung is hot and barren.,0,0,su,correct
2866,2866,128,My own Michael Jackson dances,My own dance,I don't do their dance,0,0,kn,correct
3564,3564,74,Mine dances like Mr. Bean,My own dance,I don't do their dance,0,1,kn,wrong
4992,4992,456,Pain is an ax that cuts my heart.,My pain is very painful.,My pain is not painful.,0,0,sw,correct
4993,4993,457,Pain is good music for my soul.,My pain is very painful.,My pain is not painful.,1,1,sw,correct
5046,5046,510,My parents are like old ladies.,My parents never forget.,My parents are forgetful.,1,1,sw,correct
5045,5045,509,My parents are like elephants.,My parents never forget.,My parents are forgetful.,0,0,sw,correct
1760,1760,762,My parents' hopes were as high as the Burj Khalifa tower in Dubai.,My parents' expectations were high.,My parents' expectations were low.,0,0,id,correct
1761,1761,763,My parents' hopes are knee-deep in the dwarves of Snow White.,My parents' expectations were high.,My parents' expectations were low.,1,1,id,correct
3567,3567,77,My pet cat is as honest as a dog,My pet cat is honest,My pet cat is not honest,1,0,kn,wrong
3568,3568,78,My pet cat is as honest as a fox,My pet cat is honest,My pet cat is not honest,0,1,kn,wrong
1589,1589,591,My place is like a shack.,My place is small.,My place is big.,0,0,id,correct
1590,1590,592,My residence is like a palace.,My place is small.,My place is big.,1,1,id,correct
4516,4516,176,My lecturer in campus used to be like Cinderella's stepmother,My professor at the campus used to be fierce,My lecturer in the old campus was kind.,1,0,su,wrong
4308,4308,372,My lecturer in the old campus was like an angel in heaven.,My professor at the campus used to be fierce,My lecturer in the old campus was kind.,1,1,su,correct
2153,2153,15,The light in my room is like a lamp,My room lights,The light in my room is dark,0,0,jv,correct
2551,2551,11,The light in my room is like a lamp,My room lights,The light in my room is dark,0,1,jv,wrong
2092,2092,210,The salary I receive is like a warehouse for storing Bulog rice.,My salary is small.,The salary I receive is great.,0,1,id,wrong
1714,1714,716,The salary I receive is the size of a newborn's shoe.,My salary is small.,The salary I receive is great.,0,0,id,correct
2315,2315,177,Spending my salary is like following a stream of water,My salary is wasted,Save my salary money,0,0,jv,correct
2647,2647,107,It's like spending my salary for the third season,My salary is wasted,Save my salary money,0,1,jv,wrong
2458,2458,320,My sibling relationship with my sister is like a human being with oxygen,My sibling relationship with my sister definitely needs it,My brother's relationship with my sister is not good,0,0,jv,correct
2696,2696,156,My sibling relationship with my sister is like water and oil,My sibling relationship with my sister definitely needs it,My brother's relationship with my sister is not good,0,1,jv,wrong
1300,1300,302,My sister is another. He is a corpse flower that makes him infested with green flies.,My sister is another. She is beautiful.,My sister is another. He is ugly.,1,1,id,correct
1980,1980,98,My sister is another. She is the village flower that the beautiful beetles are fighting over.,My sister is another. She is beautiful.,My sister is another. He is ugly.,1,0,id,wrong
2691,2691,151,My sister is like a parrot when she comes home,My sister is chatty when she comes home,My sister doesn't like her voice when she comes home,1,0,jv,wrong
2447,2447,309,My brother is like a man with two teeth when he comes home,My sister is chatty when she comes home,My sister doesn't like her voice when she comes home,1,1,jv,correct
1596,1596,598,My sister is like a snail.,My sister is chatty.,My sister is quiet.,1,1,id,correct
2056,2056,174,My brother is like a parrot.,My sister is chatty.,My sister is quiet.,1,0,id,wrong
2716,2716,176,"When my sister wears a dress, it's like opening a plastic bag in a store",My sister is wearing a new dress,My sister wears old clothes,1,0,jv,wrong
2717,2717,177,My sister wears a dress like she has never seen before,My sister is wearing a new dress,My sister wears old clothes,0,1,jv,wrong
2274,2274,136,My sister wants to have a house like a dove house,My sister wants to have a big house,My sister wants to have a small house,1,1,jv,correct
2273,2273,135,My sister wants to have a house like a thousand tree forest,My sister wants to have a big house,My sister wants to have a small house,0,0,jv,correct
2111,2111,229,My sister's boyfriend is like a fruit that is not worth picking.,My sister's boyfriend is too young.,My sister's boyfriend is too old.,0,1,id,wrong
1797,1797,799,My sister's boyfriend is like a fruit that is not ready to be picked.,My sister's boyfriend is too young.,My sister's boyfriend is too old.,0,0,id,correct
1801,1801,803,My sister's hair is as long as a candle wick.,My sister's hair is long.,My sister's hair is short.,1,1,id,correct
1800,1800,802,My sister's hair is as long as Rapunzel.,My sister's hair is long.,My sister's hair is short.,0,0,id,correct
1924,1924,42,My scales are kind of moving to the right.,My weight is down.,My weight is up.,0,1,id,wrong
1142,1142,144,My scales are kind of moving to the left.,My weight is down.,My weight is up.,0,0,id,correct
48,48,48,My wife is as busy as a bee in the mornings.,My wife is very lazy at work.,My wife is very fast at work.,1,1,hi,correct
47,47,47,My wife is busy as a snail in the mornings.,My wife is very lazy at work.,My wife is very fast at work.,0,0,hi,correct
881,881,213,My wife looked like a tomato.,My wife was looking very fat.,My wife was looking very thin.,1,0,hi,wrong
461,461,461,My wife looked like a radish.,My wife was looking very fat.,My wife was looking very thin.,1,1,hi,correct
5171,5171,635,Nairobi movies are as expensive as gold,Nairobi cinemas are very expensive,Nairobi movies are not expensive,0,0,sw,correct
5172,5172,636,Nairobi cinemas are as expensive as second-hand clothes,Nairobi cinemas are very expensive,Nairobi movies are not expensive,1,1,sw,correct
5342,5342,806,Nairobi school children are sheep,Nairobi schools have very bright students,Nairobi schools have stupid students,1,1,sw,correct
5341,5341,805,Nairobi school children are razor sharp,Nairobi schools have very bright students,Nairobi schools have stupid students,0,0,sw,correct
2231,2231,93,"Nardi how to brush, his teeth are like limestone","Nardi how to brush, his teeth are already very yellow","Nardi how to brush, his teeth are so white",1,1,jv,correct
2605,2605,65,"Nardi how to brush, his teeth are like 24 karat gold","Nardi how to brush, his teeth are already very yellow","Nardi how to brush, his teeth are so white",1,0,jv,wrong
157,157,157,There is humor like a cremation ground in that film.,Negative thinking has been shown in the film.,Positive thinking has been shown in the film.,0,0,hi,correct
158,158,158,There is humor like a zoo in that movie.,Negative thinking has been shown in the film.,Positive thinking has been shown in the film.,1,1,hi,correct
886,886,218,Neha showed speed like a bird.,Neha was very quick.,Neha was not very sharp.,0,1,hi,wrong
468,468,468,Neha showed speed like an eagle.,Neha was very quick.,Neha was not very sharp.,0,0,hi,correct
4304,4304,368,Netizen's comments are like sending a love letter from a girlfriend.,Netizen's comments look sad,The netizen's comments seem to be excited.,1,1,su,correct
4303,4303,367,The netizen's comments are like sending a dismissal letter from the office,Netizen's comments look sad,The netizen's comments seem to be excited.,0,0,su,correct
1987,1987,105,News about the 2023 recession is like mushrooms growing in the rainy season.,News about the 2023 recession is reported very often.,News about the 2023 recession is very rare.,1,0,id,wrong
1321,1321,323,The news about the 2023 recession is like water in a long dry season.,News about the 2023 recession is reported very often.,News about the 2023 recession is very rare.,1,1,id,correct
6093,6093,112,The Nigerian ambassadors have won the World Cup,Nigeria did well at the World Cup,Nigeria's team made a mistake at the World Cup,0,1,yo,wrong
5743,5743,108,Nigeria's ambassadors are stronger than ever at the World Cup,Nigeria did well at the World Cup,Nigeria's team made a mistake at the World Cup,0,0,yo,correct
5261,5261,725,Lesly is as fickle as a Chameleon,No one believes Lesly is a liar of promises,"Lesly is loyal, she will keep her promises",0,0,sw,correct
5590,5590,230,Lesly is as fickle as a politician,No one believes Lesly is a liar of promises,"Lesly is loyal, she will keep her promises",0,1,sw,wrong
385,385,385,How can anyone help someone with whom even God can have heart.,No one can help the one whom God starts neglecting.,He who is with God does not need anyone else.,1,1,hi,correct
384,384,384,"So that even God turns away, how can anyone help him?",No one can help the one whom God starts neglecting.,He who is with God does not need anyone else.,0,0,hi,correct
6027,6027,46,Abeke is a paramole,No one knows what Abeke does,We all know the action of Abeke,0,1,yo,wrong
6028,6028,47,Abeke is not Paramole,No one knows what Abeke does,We all know the action of Abeke,1,0,yo,wrong
