,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label,cos_sim
3088,3088,348,ಅವನ ನಗು ಮಗುವಿನಷ್ಟು ನಿಷ್ಕಲ್ಮಶವಾಗಿದೆ.,ಅವನ ನಗು ನಿಷ್ಕಲ್ಮಶವಾಗಿದೆ.,ಅವನ ನಗು ನಿಷ್ಕಲ್ಮಶವಾಗಿಲ್ಲ,0,0,kn,correct,0.8480594754219055
3089,3089,349,ಆ ಘಟನೆ ಮಳೆಯಂತೆ ಸಾಮಾನ್ಯ,ಆ ಘಟನೆ ಸಾಮಾನ್ಯ,ಆ ಘಟನೆ ಸಾಮಾನ್ಯವಲ್ಲ,0,0,kn,correct,0.8544599413871765
3090,3090,350,ಆ ಘಟನೆ ಭೂಕಂಪನದಷ್ಟು ಸಾಮಾನ್ಯ,ಆ ಘಟನೆ ಸಾಮಾನ್ಯ,ಆ ಘಟನೆ ಸಾಮಾನ್ಯವಲ್ಲ,1,1,kn,correct,0.8544599413871765
3091,3091,351,ಈ ಆಟವು ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್ ನಂತೆ ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ,ಈ ಆಟವು ದೀರ್ಘ ಕಾಲ ನಡೆಯುವುದಿಲ್ಲ,0,0,kn,correct,0.916592299938202
3092,3092,352,ಅವರ ಜೀವನ ದಿನಗೂಲಿ ನೌಕರರಷ್ಟು ಕಷ್ಟಕರ,ಅವರ ಜೀವನ ಕಷ್ಟಕರ,ಅವರ ಜೀವನ ಕಷ್ಟಕರವಲ್ಲ,0,0,kn,correct,0.9096367955207824
3093,3093,353,ದೇವರು ಗಾಳಿಯಂತೆ ಎಲ್ಲೆಡೆಯೂ ಇದ್ದಾನೆ,ದೇವರು ಎಲ್ಲೆಡೆಯೂ ಇದ್ದಾನೆ,ದೇವರು ಎಲ್ಲೆಡೆಯೂ ಇಲ್ಲ,0,0,kn,correct,0.9274798631668092
3094,3094,354,ಆ ನೈಸರ್ಗಿಕ ಕ್ರಿಯೆ ಸುನಾಮಿಯಷ್ಟು ಅಪಾಯಕಾರಿ,ಆ ನೈಸರ್ಗಿಕ ಕ್ರಿಯೆ ಅಪಾಯಕಾರಿ,ಆ ನೈಸರ್ಗಿಕ ಕ್ರಿಯೆ ಅಪಾಯಕಾರಿಯಲ್ಲ,0,0,kn,correct,0.9033955931663512
3095,3095,355,ಅದು ಕಾಮೆಟ್ ನಂತೆ ಅಪರೂಪ,ಅದು ಅಪರೂಪ,ಅದು ಅಪರೂಪವಲ್ಲ,0,0,kn,correct,0.9160782694816588
3096,3096,356,ಆ ವಿಷಯವು ಗಿಡ ನೆಡುವಷ್ಟು ಒಳ್ಳೆಯದು,ಆ ವಿಷಯವು ಒಳ್ಳೆಯದು,ಆ ವಿಷಯವು ಒಳ್ಳೆಯದಲ್ಲ,0,0,kn,correct,0.8501743078231812
3097,3097,357,ಆ ವಿಷಯವು ಪಟಾಕಿ ಹೊಡೆಯುವಷ್ಟು ಒಳ್ಳೆಯದು,ಆ ವಿಷಯವು ಒಳ್ಳೆಯದು,ಆ ವಿಷಯವು ಒಳ್ಳೆಯದಲ್ಲ,1,1,kn,correct,0.8501743078231812
3098,3098,358,ಆ ಸ್ಥಳವು ಕಾಡಿನಂತೆ ದಟ್ಟವಾಗಿದೆ,ಆ ಸ್ಥಳವು ದಟ್ಟವಾಗಿದೆ,ಆ ಸ್ಥಳವು ದಟ್ಟವಾಗಿಲ್ಲ,0,0,kn,correct,0.845878005027771
3099,3099,359,ಅದು ಆರೋಗ್ಯಕ್ಕೆ ನೀರು ಕುಡಿಯುವಷ್ಟು ಒಳ್ಳೆಯದು,ಅದು ಆರೋಗ್ಯಕ್ಕೆ ಒಳ್ಳೆಯದು,ಅದು ಆರೋಗ್ಯಕ್ಕೆ ಒಳ್ಳೆಯದಲ್ಲ,0,0,kn,correct,0.869735836982727
3100,3100,360,ಅದು ಆರೋಗ್ಯಕ್ಕೆ ಧೂಮಪಾನ ಮಾಡುವಷ್ಟು ಒಳ್ಳೆಯದು,ಅದು ಆರೋಗ್ಯಕ್ಕೆ ಒಳ್ಳೆಯದು,ಅದು ಆರೋಗ್ಯಕ್ಕೆ ಒಳ್ಳೆಯದಲ್ಲ,1,1,kn,correct,0.869735836982727
3101,3101,361,ಅದು ಪುಸ್ತಕದಂತೆ ಹೆಚ್ಚು ಜ್ಞಾನ ಒಳಗೊಂಡಿದೆ,ಅದು ಹೆಚ್ಚು ಜ್ಞಾನ ಒಳಗೊಂಡಿದೆ,ಅದು ಹೆಚ್ಚು ಜ್ಞಾನ ಒಳಗೊಂಡಿಲ್ಲ,0,0,kn,correct,0.8750659227371216
3102,3102,362,ಆ ಪ್ರದೇಶವು ಫುಟ್ಬಾಲ್ ಗ್ರೌಂಡ್ ನಂತೆ ವಿಶಾಲವಾಗಿದೆ,ಆ ಪ್ರದೇಶವು ವಿಶಾಲವಾಗಿದೆ,ಆ ಪ್ರದೇಶವು ವಿಶಾಲವಾಗಿಲ್ಲ,0,0,kn,correct,0.8667007088661194
3103,3103,363,ಅದು ಪರಿಸರಕ್ಕೆ ಬೈಸಿಕಲ್ ನಷ್ಟು ಮಾಲಿನ್ಯಕರ,ಅದು ಪರಿಸರಕ್ಕೆ ಮಾಲಿನ್ಯಕರ,ಅದು ಪರಿಸರಕ್ಕೆ ಮಾಲಿನ್ಯಕರವಲ್ಲ,0,0,kn,correct,0.8884606957435608
3104,3104,364,ಅವರ ಜೀವನ ಮಗುವಿನಂತೆ ನಿಶ್ಚಿಂತೆಯಿಂದ ಕೂಡಿದೆ,ಅವರ ಜೀವನ ನಿಶ್ಚಿಂತೆಯಿಂದ ಕೂಡಿದೆ,ಅವರ ಜೀವನ ನಿಶ್ಚಿಂತೆಯಿಂದ ಕೂಡಿಲ್ಲ,0,0,kn,correct,0.9136272072792052
3105,3105,365,ಅದು ಮೊಬೈಲ್ ಹೊಂದುವಷ್ಟು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭ,ಅದನ್ನು ಖರೀದಿಸುವುದು ಸುಲಭವಲ್ಲ,0,0,kn,correct,0.8968092203140259
3106,3106,366,ಅಲ್ಲಿ ಕಾಡಿನಂತೆ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿವೆ,ಅಲ್ಲಿ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿವೆ,ಅಲ್ಲಿ ಹೆಚ್ಚು ಪ್ರಾಣಿಗಳಿಲ್ಲ,0,0,kn,correct,0.910872995853424
3107,3107,367,ಆ ಕೆಲಸ ಸರಕಾರಿ ಜಾಬ್ ನಷ್ಟು ಸುರಕ್ಷಿತ,ಆ ಕೆಲಸ ಸುರಕ್ಷಿತ,ಆ ಕೆಲಸ ಸುರಕ್ಷಿತವಲ್ಲ,0,0,kn,correct,0.885481595993042
3108,3108,368,ಅವರ ಬಂಧವು ಸ್ನೇಹಿತರಂತೆ ಗಟ್ಟಿಯಾಗಿದೆ,ಅವರ ಬಂಧವು ಗಟ್ಟಿಯಾಗಿದೆ,ಅವರ ಬಂಧವು ಗಟ್ಟಿಯಾಗಿಲ್ಲ,0,0,kn,correct,0.8767232894897461
3109,3109,369,ಅವರ ಬಂಧವು ಶತ್ರುಗಳಂತೆ ಗಟ್ಟಿಯಾಗಿದೆ,ಅವರ ಬಂಧವು ಗಟ್ಟಿಯಾಗಿದೆ,ಅವರ ಬಂಧವು ಗಟ್ಟಿಯಾಗಿಲ್ಲ,1,1,kn,correct,0.8767232894897461
3110,3110,370,ಆ ವಸ್ತು ಕತ್ತಿಯಂತೆ ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಾಗಿದೆ,ಆ ವಸ್ತು ಹರಿತವಾಗಿಲ್ಲ,0,0,kn,correct,0.7954376935958862
3111,3111,371,ಅದು ಮೊಟ್ಟೆಯಂತೆ ಓವಲ್ ಆಕಾರದಲ್ಲಿದೆ,ಅದು ಓವಲ್ ಆಕಾರದಲ್ಲಿದೆ,ಅದು ಓವಲ್ ಆಕಾರದಲ್ಲಿಲ್ಲ,0,0,kn,correct,0.8257677555084229
3112,3112,372,ಆ ಪ್ರಾಣಿ ಕೋತಿಯಂತೆ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ,ಆ ಪ್ರಾಣಿ ಚೇಷ್ಟೆ ಮಾಡುವುದಿಲ್ಲ,0,0,kn,correct,0.823150098323822
3113,3113,373,ಅದು ಆಕಾಶದಂತೆ ನೀಲಿ ಬಣ್ಣ ಹೊಂದಿದೆ,ಅದು ನೀಲಿ ಬಣ್ಣ ಹೊಂದಿದೆ,ಅದು ನೀಲಿ ಬಣ್ಣ ಹೊಂದಿಲ್ಲ,0,0,kn,correct,0.832097589969635
3114,3114,374,ಅವರ ಕೆಲಸ ಮಷೀನ್ ನಷ್ಟು ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,0,0,kn,correct,1.0
3115,3115,375,ಅವರ ಕೆಲಸ ಕೈಗೆಲಸದಷ್ಟು ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,ಅವರ ಕೆಲಸ ನಿಖರತೆ ಹೊಂದಿದೆ,1,1,kn,correct,1.0
3116,3116,376,ಅವರ ಟೈಮ್ ಲಾಟರಿ ಹೊಡೆದಂತೆ ಆದಂತೆ ಚೆನ್ನಾಗಿತ್ತು,ಅವರ ಟೈಮ್ ಚೆನ್ನಾಗಿತ್ತು,ಅವರ ಟೈಮ್ ಚೆನ್ನಾಗಿಲ್ಲ,0,0,kn,correct,0.8736428022384644
3117,3117,377,ಅವರ ಜ್ಞಾನ ವಿಜ್ಞಾನಿಯಷ್ಟು ಆಳವಾಗಿತ್ತು,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿತ್ತು,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct,0.9202724695205688
3118,3118,378,ಅವರ ಜ್ಞಾನ ವಿದ್ಯಾರ್ಥಿಯಷ್ಟು ಆಳವಾಗಿತ್ತು,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿತ್ತು,ಅವರ ಜ್ಞಾನ ಆಳವಾಗಿರಲಿಲ್ಲ,1,1,kn,correct,0.9202724695205688
3119,3119,379,ಅವಳ ಕಣ್ಣು ವಜ್ರದಂತೆ ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,0,0,kn,correct,0.8810135126113892
3120,3120,380,ಅವಳ ಕಣ್ಣು ಕಬ್ಬಿಣದಂತೆ ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿತ್ತು,ಅವಳ ಕಣ್ಣು ಹೊಳೆಯುತ್ತಿರಲಿಲ್ಲ,1,1,kn,correct,0.8810135126113892
3121,3121,381,ಈ ಭೂಮಿ ಕೃಷಿ ಭೂಮಿಯಂತೆ ಫಲವತ್ತಾಗಿದೆ,ಈ ಭೂಮಿ ಫಲವತ್ತಾಗಿದೆ,ಈ ಭೂಮಿ ಫಲವತ್ತಾಗಿಲ್ಲ,0,0,kn,correct,0.863126277923584
3122,3122,382,ಅವನ ಮಾತು ಸಂಗೀತದಂತೆ ಇಂಪಾಗಿತ್ತು,ಅವನ ಮಾತು ಇಂಪಾಗಿತ್ತು,ಅವನ ಮಾತು ಇಂಪಾಗಿಲ್ಲ,0,0,kn,correct,0.8133589625358582
3123,3123,383,ಈ ಪ್ರಾಣಿ ಹಸುವಿನಂತೆ ಸಾಕುಪ್ರಾಣಿ,ಈ ಪ್ರಾಣಿ ಸಾಕುಪ್ರಾಣಿ,ಈ ಪ್ರಾಣಿ ಸಾಕುಪ್ರಾಣಿಯಲ್ಲ,0,0,kn,correct,0.8360379934310913
3124,3124,384,ಈ ಪ್ರಾಣಿ ಹುಲಿಯಂತೆ ಸಾಕುಪ್ರಾಣಿ,ಈ ಪ್ರಾಣಿ ಸಾಕುಪ್ರಾಣಿ,ಈ ಪ್ರಾಣಿ ಸಾಕುಪ್ರಾಣಿಯಲ್ಲ,1,1,kn,correct,0.8360379934310913
3125,3125,385,ಅವನ ದೇಹ ಬ್ರೂಸ್ ಲೀ ಯಂತೆ ಬಲಿಷ್ಠವಾಗಿತ್ತು,ಅವನ ದೇಹ ಬಲಿಷ್ಠವಾಗಿತ್ತು,ಅವನ ದೇಹ ಬಲಿಷ್ಠವಾಗಿಲ್ಲ,0,0,kn,correct,0.853585958480835
3126,3126,386,ಆ ತಿಂಡಿಯು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿದೆ,ಆ ತಿಂಡಿಯು ಉಪ್ಪಾಗಿದೆ,ಆ ತಿಂಡಿಯು ಉಪ್ಪಾಗಿಲ್ಲ,0,0,kn,correct,0.8537827730178833
3127,3127,387,ವ್ಯಾಯಾಮ ಮಾಡುವುದು ಸೈಕಲ್ ತುಳಿದಷ್ಟು ಆರೋಗ್ಯಕರ,ವ್ಯಾಯಾಮ ಮಾಡುವುದು ಆರೋಗ್ಯಕರ,ವ್ಯಾಯಾಮ ಮಾಡುವುದು ಆರೋಗ್ಯಕರವಲ್ಲ,0,0,kn,correct,0.8676661849021912
3128,3128,388,ಆ ಆಟ ಭಾರತದಲ್ಲಿ ಕ್ರಿಕೆಟ್ ನಷ್ಟು ಪ್ರಸಿದ್ಧ,ಆ ಆಟ ಭಾರತದಲ್ಲಿ ಪ್ರಸಿದ್ಧ,ಆ ಆಟ ಭಾರತದಲ್ಲಿ ಪ್ರಸಿದ್ಧವಲ್ಲ,0,0,kn,correct,0.8990644812583923
3129,3129,389,ಅದು ಮಗುವಿಗೆ ತಾಯಿ ಹಾಲಿನಷ್ಟು ಉಪಯುಕ್ತ,ಅದು ಮಗುವಿಗೆ ಉಪಯುಕ್ತ,ಅದು ಮಗುವಿಗೆ ಉಪಯುಕ್ತವಲ್ಲ,0,0,kn,correct,0.8834490776062012
3130,3130,390,ಅವನು ಜಿಂಕೆಯಂತೆ ಸಸ್ಯಹಾರಿ,ಅವನು ಜಿಂಕೆಯಂತೆ ಸಸ್ಯಹಾರಿ,ಅವನು ಜಿಂಕೆಯಂತೆ ಸಸ್ಯಹಾರಿಯಲ್ಲ,0,0,kn,correct,0.8839317560195923
3131,3131,391,ಅವನು ಸಿಂಹದಂತೆ ಸಸ್ಯಹಾರಿ,ಅವನು ಜಿಂಕೆಯಂತೆ ಸಸ್ಯಹಾರಿ,ಅವನು ಜಿಂಕೆಯಂತೆ ಸಸ್ಯಹಾರಿಯಲ್ಲ,1,1,kn,correct,0.8839317560195923
3132,3132,392,ಅವನು ಕುಸ್ತಿಪಟುವಿನಂತೆ ಫೈಟ್ ಮಾಡುತ್ತಾನೆ,ಅವನು ಫೈಟ್ ಮಾಡುತ್ತಾನೆ,ಅವನು ಫೈಟ್ ಮಾಡುವುದಿಲ್ಲ,0,0,kn,correct,0.7965617179870605
3133,3133,393,ಆ ಪಕ್ಷಿ ವಿಮಾನದಂತೆ ಎತ್ತರ ಹಾರುತ್ತದೆ,ಆ ಪಕ್ಷಿ ಎತ್ತರ ಹಾರುತ್ತದೆ,ಆ ಪಕ್ಷಿ ಎತ್ತರ ಹಾರುವುದಿಲ್ಲ,0,0,kn,correct,0.9111255407333374
3134,3134,394,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಮದುವೆಯಷ್ಟು ತಿಂಡಿ ತಿನಿಸುಗಳಿದ್ದವು,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಹೆಚ್ಚು ತಿಂಡಿ ತಿನಿಸುಗಳಿದ್ದವು,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಹೆಚ್ಚು ತಿಂಡಿ ತಿನಿಸುಗಳಿರಲಿಲ್ಲ,0,0,kn,correct,0.9035879969596864
3135,3135,395,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಮನೆಯಷ್ಟು ತಿಂಡಿ ತಿನಿಸುಗಳಿದ್ದವು,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಹೆಚ್ಚು ತಿಂಡಿ ತಿನಿಸುಗಳಿದ್ದವು,ಆ ಸಮಾರಂಭದಲ್ಲಿ ಹೆಚ್ಚು ತಿಂಡಿ ತಿನಿಸುಗಳಿರಲಿಲ್ಲ,1,1,kn,correct,0.9035879969596864
3136,3136,396,ಆ ಅನುಭವ ಪ್ರವಾಸದಂತೆ ಮಜವಾಗಿತ್ತು,ಆ ಅನುಭವ ಮಜವಾಗಿತ್ತು,ಆ ಅನುಭವ ಮಜವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct,0.8934829235076904
3137,3137,397,ಆ ಜನರು ಗಾಂಧಿಯಂತೆ ಶಾಂತಿಪ್ರಿಯರು,ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರು,ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರಲ್ಲ,0,0,kn,correct,0.8849307298660278
3138,3138,398,ಆ ಜನರು ಗೋಡ್ಸೆಯಂತೆ ಶಾಂತಿಪ್ರಿಯರು,ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರು,ಆ ಜನರು ಶಾಂತಿಪ್ರಿಯರಲ್ಲ,1,1,kn,correct,0.8849307298660278
3139,3139,399,ಅದರ ಬಣ್ಣ ಹಾಲಿನಷ್ಟು ಬಿಳುಪಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳುಪಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳುಪಾಗಿಲ್ಲ,0,0,kn,correct,0.8709756731987
3140,3140,400,ಅವರು ಭಾರತದಲ್ಲಿ ಸಿನಿಮಾ ಹೀರೋ ವಿನಂತೆ ಜನಪ್ರಿಯರು,ಅವರು ಭಾರತದಲ್ಲಿ ಜನಪ್ರಿಯರು,ಅವರು ಭಾರತದಲ್ಲಿ ಜನಪ್ರಿಯರಲ್ಲ,0,0,kn,correct,0.9003522396087646
3141,3141,401,ಅವರು ಸಾಧುಗಳಂತೆ ತಪಸ್ಸು ಮಾಡುತ್ತಾರೆ,ಅವರು ತಪಸ್ಸು ಮಾಡುತ್ತಾರೆ,ಅವರು ತಪಸ್ಸು ಮಾಡುವುದಿಲ್ಲ,0,0,kn,correct,0.7304033041000366
3142,3142,402,ಆ ವಸ್ತು ರಕ್ತದಂತೆ ಕೆಂಪಾಗಿದೆ,ಆ ವಸ್ತು ಕೆಂಪಾಗಿದೆ,ಆ ವಸ್ತು ಕೆಂಪಾಗಿಲ್ಲ,0,0,kn,correct,0.8423230648040771
3143,3143,403,ಆ ರೋಗವು ಕೋವಿಡ್ ನಂತೆ ಹರಡುತ್ತದೆ,ಆ ರೋಗವು ಹರಡುತ್ತದೆ,ಆ ರೋಗವು ಹರಡುವುದಿಲ್ಲ,0,0,kn,correct,0.8588190078735352
3144,3144,404,ಅದು ಪತ್ರ ಬರೆಯುವಷ್ಟುಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿಯಲ್ಲ,0,0,kn,correct,0.83907550573349
3145,3145,405,ಅದು ಇಮೇಲ್ ಕಳುಹಿಸುವಷ್ಟು ಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿ,ಅದು ಹಳೆಯ ಪದ್ಧತಿಯಲ್ಲ,1,1,kn,correct,0.83907550573349
3146,3146,406,ಅದು ಟ್ರೆಕಿಂಗ್ ನಂತೆ ಸಾಹಸಮಯವಾಗಿತ್ತು,ಅದು ಸಾಹಸಮಯವಾಗಿತ್ತು,ಅದು ಸಾಹಸಮಯವಾಗಿರಲಿಲ್ಲ,0,0,kn,correct,0.8420162200927734
3147,3147,407,ಅವಳ ಅಂದ ಹುಣ್ಣಿಮೆಯ ಚಂದಿರನಷ್ಟು ಅದ್ಭುತ,ಅವಳ ಅಂದ ಅದ್ಭುತ,ಅವಳ ಅಂದ ಅದ್ಭುತವಲ್ಲ,0,0,kn,correct,0.8778486847877502
3148,3148,408,ಅವಳ ಅಂದ ಹುಣ್ಣಿಮೆಯ ಅಮಾವಾಸ್ಯೆ ಕತ್ತಲೆಯಷ್ಟು ಅದ್ಭುತ,ಅವಳ ಅಂದ ಅದ್ಭುತ,ಅವಳ ಅಂದ ಅದ್ಭುತವಲ್ಲ,1,1,kn,correct,0.8778486847877502
3149,3149,409,ಆ ಸಿನಿಮಾ ಪತ್ತೇದಾರಿ ಕಥೆಯಂತೆ ಕುತೂಹಲ ಭರಿತವಾಗಿತ್ತು.,ಆ ಸಿನಿಮಾ ಕುತೂಹಲ ಭರಿತವಾಗಿತ್ತು.,ಆ ಸಿನಿಮಾ ಕುತೂಹಲ ಭರಿತವಾರಲಿಲ್ಲ,0,0,kn,correct,0.7821464538574219
3150,3150,410,ಈ ತಿನಿಸು ಡೊನಟ್ ನಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಈ ತಿನಿಸು ಗಟ್ಟಿಯಾಗಿದೆ,ಈ ತಿನ್ನಿಸು ಗಟ್ಟಿ ಇಲ್ಲ,0,0,kn,correct,0.8093255162239075
3151,3151,411,ಅದು ಸೋಪ್ ನಂತೆ ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿಲ್ಲ,0,0,kn,correct,0.8179430365562439
3152,3152,412,ಅದು ಸೀಗೆಕಾಯಿಯಂತೆ ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿತ್ತು,ಸೋಪ್ ನಷ್ಟು ನಯವಾಗಿಲ್ಲ,1,1,kn,correct,0.8179430365562439
3153,3153,413,ಆತನನ್ನು ಕಂಡಾಗ ಸೈನಿಕನನ್ನು ನೋಡಿದಷ್ಟು ಹೆಮ್ಮೆಯಾಗುತಿತ್ತು,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆಯಾಗುತ್ತದೆ,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆ ಆಗುವುದಿಲ್ಲ,0,0,kn,correct,0.867042601108551
3154,3154,414,ಆತನನ್ನು ಕಂಡಾಗ ಉಗ್ರಗಾಮಿಯನ್ನುನೋಡಿದಷ್ಟು ಹೆಮ್ಮೆಯಾಗುತಿತ್ತು,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆಯಾಗುತ್ತದೆ,ಆತನನ್ನು ನೋಡಿದಾಗ ಹೆಮ್ಮೆ ಆಗುವುದಿಲ್ಲ,1,1,kn,correct,0.867042601108551
3155,3155,415,ಆ ವಸ್ತುವು ಗಾಜಿನಂತೆ ಸೂಕ್ಷ್ಮವಾಗಿತ್ತು,ಆ ವಸ್ತು ತುಂಬಾ ಸೂಕ್ಷ್ಮ,ಆ ವಸ್ತು ತುಂಬಾ ಗಟ್ಟಿ,0,0,kn,correct,0.8823675513267517
3156,3156,416,ಆ ಖಾದ್ಯವು ಮನೆಯಲ್ಲಿ ಮಾಡಿರುವ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,0,0,kn,correct,0.8310731053352356
3157,3157,417,ಆ ಖಾದ್ಯವು ರಸ್ತೆ ಬದಿಯ ತಿಂಡಿಯಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿತ್ತು,ಖಾದ್ಯವು ಶುಚಿಯಾಗಿಲ್ಲ,1,1,kn,correct,0.8310731053352356
3158,3158,418,ಆ ಅಡುಗೆಯು ಸೇಬಿನಂತೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆ ಆರೋಗ್ಯಕರವಾಗಿತ್ತು,ಅಡುಗೆಯ ಅನಾರೋಗ್ಯಕರವಾಗಿತ್ತು,0,0,kn,correct,0.8351160883903503
3159,3159,419,ಈ ತಿನಿಸು ಹಾಗಲಕಾಯಿಯಂತೆ ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿಲ್ಲ,0,0,kn,correct,0.8810334801673889
3160,3160,420,ಈ ಜಾಗವು ಬೋರ್ ವೆಲ್ ನಂತೆ ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿಲ್ಲ,0,0,kn,correct,0.8789250254631042
3161,3161,421,ಈ ಮೀನು ಸ್ಟಾರ್ ಮೀನಿನಂತೆ ಬೃಹದಾಕಾರವಾಗಿದೆ,ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ,ಆ ಮೀನಿನಾಕಾರ ಸಣ್ಣದು,0,0,kn,correct,0.7644613981246948
3162,3162,422,ಅವನ ಗೆಲುವು ಬೆಲ್ಲದಂತೆ ಇತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿರಲಿಲ್ಲ,0,0,kn,correct,0.910258948802948
3163,3163,423,ಅವನ ಗೆಲುವು ಬೇವಿನಂತೆ ಇತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿರಲಿಲ್ಲ,1,1,kn,correct,0.910258948802948
3164,3164,424,ಅವನ ಧೈರ್ಯವು ಉತ್ತರಕುಮಾರನಂತೆ ಇತ್ತು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದಲ್ಲ,0,0,kn,correct,0.8474028706550598
3165,3165,425,ಆ ತಿಂಡಿಯು ಬ್ರೆಡ್ ನಂತೆ ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿರಲಿಲ್ಲ,0,0,kn,correct,0.8560850024223328
3166,3166,426,ಅವರು ನೀಡಿದ್ದ ನೀರು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,0,0,kn,correct,0.912097990512848
